activity_year,census_tract,derived_race,action_taken,loan_amount,property_value,income,interest_rate,tract_minority_population_percent,tract_to_msa_income_percentage,denial_reason-1,covenant_count,was_approved,covenant_density
2023,27139080600,Race Not Available,6,325000.0,355000.0,,5.99,30.5,83.51,10,0.0,False,None
2023,27111961300,Race Not Available,6,125000.0,125000.0,,6.75,5.04,86.37,10,0.0,False,None
2023,27059130304,Race Not Available,6,305000.0,325000.0,,6.99,11.86,67.34,10,0.0,False,None
2023,27095970200,Race Not Available,6,285000.0,355000.0,,7.0,44.44,52.29,10,0.0,False,None
2023,27131070702,Race Not Available,6,405000.0,425000.0,,5.75,26.4,119.58,10,0.0,False,None
2023,27163070909,Race Not Available,6,375000.0,395000.0,,6.375,29.25,99.3,10,0.0,False,None
2023,27123036700,Race Not Available,6,385000.0,395000.0,,6.25,24.42,79.34,10,0.0,False,None
2023,27053025802,Race Not Available,6,285000.0,355000.0,,7.0,16.99,110.0,10,1.0,False,Low (1-50)
2023,27133570200,White,1,225000.0,235000.0,105.0,6.0,9.26,111.48,10,0.0,True,None
2023,27137012400,Race Not Available,6,185000.0,195000.0,,7.25,10.34,83.4,10,0.0,False,None
2023,27099001300,Race Not Available,6,125000.0,165000.0,,6.0,6.6,102.02,10,0.0,False,None
2023,27037060744,Race Not Available,6,305000.0,335000.0,,6.375,22.33,126.99,10,0.0,False,None
2023,27053105600,White,1,115000.0,225000.0,96.0,5.99,38.52,79.3,10,1.0,True,Low (1-50)
2023,27019090501,White,1,645000.0,905000.0,241.0,6.125,11.67,160.62,10,0.0,True,None
2023,27053026005,Race Not Available,6,645000.0,665000.0,,6.125,27.14,96.24,10,0.0,False,None
2023,27171100101,Race Not Available,6,325000.0,335000.0,,6.75,13.27,104.37,10,0.0,False,None
2023,27119020600,Race Not Available,6,105000.0,105000.0,,6.25,23.53,91.71,10,0.0,False,None
2023,27053026707,Race Not Available,6,355000.0,445000.0,,5.5,18.75,103.34,10,0.0,False,None
2023,27053027703,Race Not Available,6,305000.0,505000.0,,6.0,9.79,139.24,10,0.0,False,None
2023,27035951600,Race Not Available,6,235000.0,485000.0,,5.875,8.13,103.92,10,0.0,False,None
2023,27037061401,Race Not Available,6,475000.0,485000.0,,5.875,8.2,117.72,10,0.0,False,None
2023,27019091001,Race Not Available,6,265000.0,275000.0,,6.624,41.61,93.59,10,0.0,False,None
2023,27017070402,Race Not Available,6,155000.0,265000.0,,6.25,8.35,112.08,10,0.0,False,None
2023,27095170700,Race Not Available,6,365000.0,465000.0,,7.5,9.68,57.84,10,0.0,False,None
2023,27163070703,Race Not Available,6,195000.0,235000.0,,6.125,16.3,92.49,10,0.0,False,None
2023,27003050110,Race Not Available,6,455000.0,485000.0,,5.375,12.21,97.13,10,0.0,False,None
2023,27139080905,Race Not Available,6,425000.0,475000.0,,7.5,16.54,116.1,10,0.0,False,None
2023,27075370400,Race Not Available,6,185000.0,195000.0,,5.99,6.5,79.25,10,0.0,False,None
2023,27123041107,Race Not Available,6,275000.0,305000.0,,4.75,36.7,72.37,10,0.0,False,None
2023,27117460400,Race Not Available,6,85000.0,95000.0,,6.0,11.02,105.46,10,0.0,False,None
2023,27137011402,Race Not Available,6,275000.0,435000.0,,6.49,4.41,107.74,10,0.0,False,None
2023,27131070200,Race Not Available,6,355000.0,645000.0,,5.99,7.47,153.98,10,0.0,False,None
2023,27145011305,White,1,365000.0,405000.0,143.0,7.0,11.06,129.7,10,0.0,True,None
2023,27137014000,Race Not Available,6,175000.0,195000.0,,6.875,6.68,81.8,10,0.0,False,None
2023,27037060905,Race Not Available,6,305000.0,325000.0,,6.625,20.12,90.16,10,0.0,False,None
2023,27139081301,White,1,185000.0,345000.0,75.0,5.375,10.55,98.36,10,0.0,True,None
2023,27109001404,Race Not Available,6,335000.0,385000.0,,6.375,27.83,122.69,10,0.0,False,None
2023,27053100500,Race Not Available,6,335000.0,345000.0,,6.5,30.94,65.31,10,0.0,False,None
2023,27003050208,White,1,315000.0,355000.0,74.0,6.625,19.24,109.82,10,0.0,True,None
2023,27163070208,Race Not Available,6,315000.0,565000.0,,5.875,15.74,88.68,10,0.0,False,None
2023,27091790502,White,1,285000.0,315000.0,121.0,6.375,9.36,94.81,10,0.0,True,None
2023,27053020102,Race Not Available,6,355000.0,365000.0,,6.125,15.36,91.98,10,323.0,False,Very High (>200)
2023,27005450400,Race Not Available,6,505000.0,565000.0,,7.25,12.09,122.85,10,0.0,False,None
2023,27053026104,Race Not Available,6,175000.0,195000.0,,6.125,26.82,83.68,10,0.0,False,None
2023,27123041107,Race Not Available,6,345000.0,365000.0,,6.125,36.7,72.37,10,0.0,False,None
2023,27049080400,White,1,245000.0,305000.0,96.0,6.49,9.92,127.33,10,0.0,True,None
2023,27137012700,Race Not Available,6,155000.0,165000.0,,6.625,7.83,93.99,10,0.0,False,None
2023,27143170198,White,3,225000.0,815000.0,78.0,,6.98,124.28,6,0.0,False,None
2023,27141030406,Race Not Available,6,375000.0,375000.0,,6.25,13.24,99.06,10,0.0,False,None
2023,27123030400,Race Not Available,6,85000.0,145000.0,,5.375,67.65,39.72,10,0.0,False,None
2023,27053021800,White,1,645000.0,685000.0,175.0,6.5,16.33,162.76,10,603.0,True,Very High (>200)
2023,27003050114,Race Not Available,6,225000.0,555000.0,,5.99,10.97,109.37,10,0.0,False,None
2023,27037060828,White,1,335000.0,425000.0,119.0,5.75,41.63,80.84,10,0.0,True,None
2023,27053020903,Race Not Available,6,305000.0,325000.0,,7.125,27.86,91.81,10,128.0,False,High (101-200)
2023,27163071207,Race Not Available,6,385000.0,395000.0,,6.25,20.63,114.85,10,0.0,False,None
2023,27163071207,Race Not Available,6,305000.0,385000.0,,5.5,20.63,114.85,10,0.0,False,None
2023,27145010101,White,1,315000.0,405000.0,219.0,7.0,8.78,159.09,10,0.0,True,None
2023,27053101200,Race Not Available,6,325000.0,355000.0,,6.5,21.62,102.89,10,188.0,False,High (101-200)
2023,27037060839,Race Not Available,6,245000.0,295000.0,,5.625,34.35,126.04,10,0.0,False,None
2023,27071790202,Race Not Available,6,75000.0,85000.0,,7.25,11.79,79.8,10,0.0,False,None
2023,27027030109,Race Not Available,6,325000.0,385000.0,,6.49,18.07,111.15,10,0.0,False,None
2023,27123034500,Race Not Available,6,305000.0,305000.0,,6.75,69.37,51.4,10,0.0,False,None
2023,27049080900,White,1,305000.0,375000.0,82.0,5.5,6.54,123.76,10,0.0,True,None
2023,27015960600,Race Not Available,6,105000.0,105000.0,,6.25,6.83,87.36,10,0.0,False,None
2023,27163070107,Race Not Available,6,265000.0,345000.0,,6.625,13.92,94.0,10,0.0,False,None
2023,27037060833,Race Not Available,6,325000.0,415000.0,,5.375,25.47,95.42,10,0.0,False,None
2023,27145010900,Race Not Available,6,165000.0,185000.0,,6.5,5.01,100.36,10,0.0,False,None
2023,27053025906,White,1,675000.0,725000.0,253.0,6.125,27.05,97.27,10,0.0,True,None
2023,27137002600,Race Not Available,6,265000.0,285000.0,,6.5,18.8,57.84,10,0.0,False,None
2023,27021960200,Race Not Available,6,265000.0,275000.0,,6.5,20.93,79.96,10,0.0,False,None
2023,27053110000,Race Not Available,6,285000.0,295000.0,,6.625,70.89,63.9,10,9.0,False,Low (1-50)
2023,27037060728,Race Not Available,6,145000.0,215000.0,,5.75,30.25,134.67,10,0.0,False,None
2023,27129790600,Race Not Available,6,165000.0,165000.0,,6.25,13.7,92.5,10,0.0,False,None
2023,27053023901,White,1,465000.0,485000.0,312.0,6.875,17.63,145.58,10,349.0,True,Very High (>200)
2023,27053025907,Black or African American,1,255000.0,275000.0,113.0,6.5,18.3,122.02,10,0.0,True,None
2023,27163070403,Race Not Available,6,425000.0,535000.0,,6.0,8.45,115.0,10,0.0,False,None
2023,27037060907,Race Not Available,6,115000.0,425000.0,,6.375,19.23,116.23,10,0.0,False,None
2023,27053005901,Race Not Available,6,355000.0,595000.0,,7.125,61.84,32.42,10,0.0,False,None
2023,27145010402,Race Not Available,6,255000.0,275000.0,,7.625,5.74,121.26,10,0.0,False,None
2023,27123040708,Race Not Available,6,225000.0,285000.0,,6.875,24.47,103.96,10,0.0,False,None
2023,27145000601,White,1,165000.0,165000.0,58.0,6.375,32.91,81.96,10,0.0,True,None
2023,27115950600,Race Not Available,6,265000.0,265000.0,,6.75,13.11,101.29,10,0.0,False,None
2023,27165950200,Race Not Available,6,185000.0,185000.0,,6.25,45.08,88.34,10,0.0,False,None
2023,27003050226,Race Not Available,6,355000.0,375000.0,,5.75,18.49,121.8,10,0.0,False,None
2023,27139081302,White,1,395000.0,515000.0,278.0,5.5,12.07,95.8,10,0.0,True,None
2023,27003051201,Race Not Available,6,265000.0,315000.0,,6.0,54.7,59.46,10,0.0,False,None
2023,27053002700,Race Not Available,6,185000.0,195000.0,,6.5,82.46,62.89,10,3.0,False,Low (1-50)
2023,27059130600,Race Not Available,6,155000.0,555000.0,,6.125,6.45,94.24,10,0.0,False,None
2023,27037061003,Race Not Available,6,125000.0,375000.0,,6.0,19.52,152.4,10,0.0,False,None
2023,27037060726,Race Not Available,6,255000.0,255000.0,,5.75,42.24,65.24,10,0.0,False,None
2023,27053026507,Race Not Available,6,375000.0,465000.0,,6.5,24.59,110.4,10,86.0,False,Medium (51-100)
2023,27003050821,Race Not Available,6,325000.0,345000.0,,6.625,28.66,117.5,10,0.0,False,None
2023,27119020900,Race Not Available,6,145000.0,145000.0,,6.25,7.02,91.17,10,0.0,False,None
2023,27163070703,Race Not Available,6,405000.0,405000.0,,7.125,16.3,92.49,10,0.0,False,None
2023,27123035300,Race Not Available,6,495000.0,635000.0,,7.375,22.68,131.29,10,0.0,False,None
2023,27053023801,Race Not Available,6,515000.0,665000.0,,6.499,15.94,207.29,10,482.0,False,Very High (>200)
2023,27053110800,Race Not Available,6,255000.0,255000.0,,6.625,20.8,99.22,10,64.0,False,Medium (51-100)
2023,27053111300,Race Not Available,6,375000.0,515000.0,,5.875,14.63,179.48,10,212.0,False,Very High (>200)
2023,27075370102,Race Not Available,6,425000.0,445000.0,,6.75,5.16,134.02,10,0.0,False,None
2023,27005450500,Race Not Available,6,235000.0,295000.0,,5.99,20.15,76.44,10,0.0,False,None
2023,27145011306,Race Not Available,6,295000.0,305000.0,,6.125,10.66,124.29,10,0.0,False,None
2023,27111961100,Race Not Available,6,165000.0,175000.0,,5.99,6.73,111.76,10,0.0,False,None
2023,27053027601,Race Not Available,6,295000.0,535000.0,,5.875,12.92,108.89,10,292.0,False,Very High (>200)
2023,27027030202,Race Not Available,6,295000.0,295000.0,,6.25,5.35,103.4,10,0.0,False,None
2023,27053026717,White,1,175000.0,515000.0,154.0,5.875,29.71,126.11,10,0.0,True,None
2023,27053021100,Race Not Available,6,445000.0,465000.0,,6.5,32.55,76.1,10,259.0,False,Very High (>200)
2023,27145000402,Race Not Available,6,265000.0,305000.0,,7.0,10.98,140.89,10,0.0,False,None
2023,27109001800,Race Not Available,6,265000.0,305000.0,,6.375,8.75,128.1,10,0.0,False,None
2023,27137014000,Race Not Available,6,135000.0,135000.0,,6.5,6.68,81.8,10,0.0,False,None
2023,27039950200,Race Not Available,6,265000.0,285000.0,,7.25,15.93,83.93,10,0.0,False,None
2023,27037061003,Race Not Available,6,555000.0,565000.0,,6.49,19.52,152.4,10,0.0,False,None
2023,27037060503,Race Not Available,6,335000.0,425000.0,,5.875,32.74,86.42,10,0.0,False,None
2023,27037060503,Race Not Available,6,375000.0,375000.0,,5.25,32.74,86.42,10,0.0,False,None
2023,27053027102,Race Not Available,6,515000.0,655000.0,,5.5,19.51,141.72,10,0.0,False,None
2023,27003050219,Race Not Available,6,405000.0,435000.0,,7.625,12.22,101.78,10,0.0,False,None
2023,27153790700,Race Not Available,6,425000.0,605000.0,,6.5,2.6,94.36,10,0.0,False,None
2023,27013171300,Race Not Available,6,265000.0,725000.0,,6.625,5.07,115.18,10,0.0,False,None
2023,27053026027,Race Not Available,6,305000.0,475000.0,,6.125,19.17,157.94,10,0.0,False,None
2023,27163071207,Race Not Available,6,345000.0,365000.0,,6.99,20.63,114.85,10,0.0,False,None
2023,27053024100,Race Not Available,6,285000.0,305000.0,,6.5,31.29,83.7,10,537.0,False,Very High (>200)
2023,27099001300,Race Not Available,6,225000.0,315000.0,,5.375,6.6,102.02,10,0.0,False,None
2023,27035950702,Race Not Available,6,165000.0,235000.0,,7.5,6.2,76.8,10,0.0,False,None
2023,27169671000,Race Not Available,6,245000.0,305000.0,,5.99,13.28,127.51,10,0.0,False,None
2023,27053026822,Race Not Available,6,255000.0,255000.0,,6.625,39.47,100.56,10,0.0,False,None
2023,27159480300,Race Not Available,6,95000.0,225000.0,,5.625,9.32,67.35,10,0.0,False,None
2023,27049080300,White,1,445000.0,615000.0,133.0,5.375,6.06,131.29,10,0.0,True,None
2023,27079950300,Race Not Available,6,255000.0,275000.0,,7.125,10.59,84.66,10,0.0,False,None
2023,27141031500,Race Not Available,6,315000.0,305000.0,,7.125,36.94,63.85,10,0.0,False,None
2023,27053026711,White,1,275000.0,285000.0,92.0,6.5,19.85,98.82,10,0.0,True,None
2023,27137014000,White,1,95000.0,105000.0,84.0,6.25,6.68,81.8,10,0.0,True,None
2023,27139080207,Race Not Available,6,585000.0,785000.0,,5.99,17.19,160.82,10,0.0,False,None
2023,27093560200,Race Not Available,6,225000.0,235000.0,,6.25,5.81,118.61,10,0.0,False,None
2023,27171100707,Race Not Available,6,285000.0,285000.0,,6.25,6.12,81.68,10,0.0,False,None
2023,27139080201,Race Not Available,6,295000.0,425000.0,,6.25,18.02,126.83,10,0.0,False,None
2023,27003050707,Race Not Available,6,525000.0,555000.0,,6.75,25.64,116.48,10,0.0,False,None
2023,27117460100,Race Not Available,6,285000.0,295000.0,,7.25,8.31,94.49,10,0.0,False,None
2023,27053026005,Race Not Available,6,295000.0,305000.0,,6.99,27.14,96.24,10,0.0,False,None
2023,27053110900,White,1,205000.0,215000.0,95.0,6.5,41.44,110.6,10,168.0,True,High (101-200)
2023,27017070100,Race Not Available,6,145000.0,145000.0,,6.25,13.15,84.74,10,0.0,False,None
2023,27037061005,Race Not Available,6,355000.0,355000.0,,7.125,25.34,78.99,10,0.0,False,None
2023,27053026823,Race Not Available,6,115000.0,365000.0,,6.125,51.14,126.34,10,0.0,False,None
2023,27171101002,Race Not Available,3,295000.0,315000.0,114.0,,10.0,104.13,4,0.0,False,None
2023,27139081102,Race Not Available,6,485000.0,605000.0,,6.49,7.6,125.02,10,0.0,False,None
2023,27123042602,Race Not Available,6,305000.0,555000.0,,6.625,22.77,93.3,10,0.0,False,None
2023,27163070907,Race Not Available,6,475000.0,505000.0,,6.375,40.03,92.22,10,0.0,False,None
2023,27155460100,Race Not Available,6,145000.0,145000.0,,6.25,11.7,88.97,10,0.0,False,None
2023,27123037403,Race Not Available,6,295000.0,315000.0,,6.99,63.28,43.43,10,0.0,False,None
2023,27105105200,Race Not Available,6,125000.0,125000.0,,6.25,10.43,83.44,10,0.0,False,None
2023,27141030201,Race Not Available,6,425000.0,475000.0,,6.99,6.02,102.43,10,0.0,False,None
2023,27053026823,Race Not Available,6,405000.0,455000.0,,6.625,51.14,126.34,10,0.0,False,None
2023,27153790100,Race Not Available,6,435000.0,495000.0,,5.5,8.58,81.46,10,0.0,False,None
2023,27109001901,Joint,1,265000.0,285000.0,91.0,6.25,9.25,117.67,10,0.0,True,None
2023,27163071019,Race Not Available,6,395000.0,605000.0,,5.0,27.78,156.68,10,0.0,False,None
2023,27163071021,Race Not Available,6,345000.0,435000.0,,6.625,34.58,116.06,10,0.0,False,None
2023,27049080900,White,1,135000.0,275000.0,50.0,6.375,6.54,123.76,10,0.0,True,None
2023,27037060837,Race Not Available,6,465000.0,725000.0,,6.99,20.14,127.38,10,0.0,False,None
2023,27163070304,Race Not Available,6,315000.0,335000.0,,6.5,13.75,117.26,10,0.0,False,None
2023,27003050228,Race Not Available,6,415000.0,445000.0,,5.25,26.42,80.85,10,0.0,False,None
2023,27053026725,White,1,145000.0,405000.0,54.0,6.875,23.61,101.36,10,0.0,True,None
2023,27129790500,Race Not Available,6,155000.0,165000.0,,6.624,13.22,88.2,10,0.0,False,None
2023,27051070200,White,1,135000.0,305000.0,222.0,6.625,6.19,98.96,10,0.0,True,None
2023,27049080400,White,1,265000.0,325000.0,107.0,6.625,9.92,127.33,10,0.0,True,None
2023,27145000401,White,1,205000.0,435000.0,62.0,7.25,48.58,86.01,10,0.0,True,None
2023,27027030108,Race Not Available,6,205000.0,215000.0,,6.625,34.05,40.91,10,0.0,False,None
2023,27019091100,Race Not Available,6,365000.0,595000.0,,6.5,13.7,110.54,10,0.0,False,None
2023,27163070208,Race Not Available,6,545000.0,685000.0,,7.0,15.74,88.68,10,0.0,False,None
2023,27053027102,Race Not Available,6,305000.0,655000.0,,6.375,19.51,141.72,10,0.0,False,None
2023,27163071019,Asian,1,765000.0,905000.0,177.0,7.375,27.78,156.68,10,0.0,True,None
2023,27123030400,Race Not Available,6,175000.0,265000.0,,6.5,67.65,39.72,10,0.0,False,None
2023,27111960102,White,1,495000.0,625000.0,459.0,7.5,4.41,114.73,10,0.0,True,None
2023,27137013200,Race Not Available,6,125000.0,135000.0,,6.375,9.55,94.15,10,0.0,False,None
2023,27163070204,Race Not Available,6,555000.0,695000.0,,6.0,10.67,118.34,10,0.0,False,None
2023,27053026706,Race Not Available,6,345000.0,405000.0,,7.125,15.63,115.51,10,0.0,False,None
2023,27137013800,Race Not Available,6,245000.0,305000.0,,7.5,6.44,73.58,10,0.0,False,None
2023,27053021400,Race Not Available,6,305000.0,405000.0,,6.875,34.84,85.71,10,539.0,False,Very High (>200)
2023,27053025909,Race Not Available,6,535000.0,565000.0,,5.625,26.75,110.96,10,0.0,False,None
2023,27123034204,Race Not Available,6,105000.0,145000.0,,6.99,39.64,102.23,10,0.0,False,None
2023,27007450102,Race Not Available,6,155000.0,165000.0,,6.625,13.0,94.49,10,0.0,False,None
2023,27091790600,White,1,135000.0,195000.0,62.0,6.125,21.96,64.18,10,0.0,True,None
2023,27053126102,Race Not Available,6,135000.0,175000.0,,6.499,34.21,179.56,10,0.0,False,None
2023,27053026606,Race Not Available,6,725000.0,1085000.0,,7.625,17.2,141.1,10,0.0,False,None
2023,27035951000,Race Not Available,6,175000.0,215000.0,,7.125,12.19,74.5,10,0.0,False,None
2023,27003050227,White,1,335000.0,355000.0,97.0,7.49,17.9,93.27,10,0.0,True,None
2023,27163070405,Race Not Available,6,365000.0,885000.0,,6.875,11.28,189.01,10,0.0,False,None
2023,27063480400,Race Not Available,6,105000.0,105000.0,,6.375,14.51,93.97,10,0.0,False,None
2023,27123040302,Race Not Available,6,265000.0,395000.0,,6.5,18.67,70.44,10,0.0,False,None
2023,27131070200,Race Not Available,6,475000.0,485000.0,,5.25,7.47,153.98,10,0.0,False,None
2023,27003050233,Race Not Available,6,565000.0,595000.0,,4.75,13.25,105.29,10,0.0,False,None
2023,27053021200,Race Not Available,6,395000.0,405000.0,,6.75,24.74,92.48,10,653.0,False,Very High (>200)
2023,27171101002,Race Not Available,6,205000.0,325000.0,,6.25,10.0,104.13,10,0.0,False,None
2023,27053026103,White,3,525000.0,575000.0,267.0,,12.16,125.32,6,0.0,False,None
2023,27095970200,Race Not Available,6,185000.0,235000.0,,6.99,44.44,52.29,10,0.0,False,None
2023,27139080908,Race Not Available,6,205000.0,265000.0,,6.99,20.18,104.94,10,0.0,False,None
2023,27053109200,Asian,1,135000.0,175000.0,146.0,7.25,22.63,106.99,10,2.0,True,Low (1-50)
2023,27037060819,Race Not Available,6,375000.0,425000.0,,6.625,18.62,130.45,10,0.0,False,None
2023,27163071207,Race Not Available,6,595000.0,615000.0,,5.75,20.63,114.85,10,0.0,False,None
2023,27053022700,Race Not Available,6,345000.0,415000.0,,6.5,25.44,94.58,10,362.0,False,Very High (>200)
2023,27131070902,Race Not Available,6,185000.0,215000.0,,6.99,44.54,71.09,10,0.0,False,None
2023,27037060731,Race Not Available,6,405000.0,455000.0,,6.875,21.92,129.83,10,0.0,False,None
2023,27123033200,Race Not Available,6,285000.0,345000.0,,5.875,39.19,97.37,10,0.0,False,None
2023,27053110200,Race Not Available,6,345000.0,375000.0,,6.875,23.13,88.38,10,71.0,False,Medium (51-100)
2023,27021960200,White,1,365000.0,945000.0,217.0,7.125,20.93,79.96,10,0.0,True,None
2023,27027030300,Race Not Available,6,205000.0,215000.0,,5.75,24.15,79.99,10,0.0,False,None
2023,27123035300,Race Not Available,6,435000.0,455000.0,,6.125,22.68,131.29,10,0.0,False,None
2023,27123040102,White,3,315000.0,425000.0,450.0,,10.43,133.52,4,0.0,False,None
2023,27043460600,Race Not Available,6,285000.0,375000.0,,7.5,13.79,94.17,10,0.0,False,None
2023,27145010401,White,1,385000.0,655000.0,166.0,6.125,4.24,114.18,10,0.0,True,None
2023,27139081301,Race Not Available,6,365000.0,465000.0,,5.0,10.55,98.36,10,0.0,False,None
2023,27119020600,Race Not Available,6,185000.0,195000.0,,6.5,23.53,91.71,10,0.0,False,None
2023,27041450800,Race Not Available,6,525000.0,605000.0,,6.99,4.95,95.69,10,0.0,False,None
2023,27167950100,Race Not Available,6,445000.0,565000.0,,6.625,6.17,110.06,10,0.0,False,None
2023,27059130502,Race Not Available,6,345000.0,365000.0,,7.125,10.98,81.11,10,0.0,False,None
2023,27053122600,Race Not Available,6,215000.0,425000.0,,6.375,19.08,121.72,10,280.0,False,Very High (>200)
2023,27163071016,Race Not Available,6,505000.0,505000.0,,6.75,22.29,168.75,10,0.0,False,None
2023,27111961000,Race Not Available,6,125000.0,165000.0,,6.499,10.38,90.26,10,0.0,False,None
2023,27037060828,Race Not Available,6,245000.0,355000.0,,6.5,41.63,80.84,10,0.0,False,None
2023,27053024801,Race Not Available,6,335000.0,385000.0,,6.624,49.3,70.2,10,121.0,False,High (101-200)
2023,27145000501,Race Not Available,6,165000.0,205000.0,,6.625,22.85,79.95,10,0.0,False,None
2023,27053106600,Race Not Available,6,725000.0,925000.0,,7.0,16.33,130.23,10,0.0,False,None
2023,27141030105,Race Not Available,6,185000.0,355000.0,,6.875,9.56,81.8,10,0.0,False,None
2023,27141030505,White,1,305000.0,315000.0,76.0,6.49,14.61,80.0,10,0.0,True,None
2023,27137012500,Race Not Available,6,105000.0,135000.0,,6.875,9.07,77.63,10,0.0,False,None
2023,27087940100,White,1,125000.0,125000.0,37.0,5.99,56.67,72.45,10,0.0,True,None
2023,27079950500,White,3,185000.0,255000.0,69.0,,20.26,86.77,3,0.0,False,None
2023,27163071400,Race Not Available,6,355000.0,445000.0,,6.99,23.34,97.9,10,0.0,False,None
2023,27163070406,Race Not Available,6,195000.0,385000.0,,5.875,25.01,118.57,10,0.0,False,None
2023,27025110402,Race Not Available,6,305000.0,305000.0,,6.75,11.03,92.73,10,0.0,False,None
2023,27137000900,Race Not Available,6,185000.0,205000.0,,6.75,13.7,103.32,10,0.0,False,None
2023,27113090500,Race Not Available,6,155000.0,205000.0,,6.625,14.35,86.0,10,0.0,False,None
2023,27027020400,Race Not Available,6,235000.0,295000.0,,6.99,23.38,89.48,10,0.0,False,None
2023,27105105500,Race Not Available,6,175000.0,185000.0,,6.625,73.67,66.83,10,0.0,False,None
2023,27005450900,Race Not Available,6,245000.0,255000.0,,7.375,7.19,137.7,10,0.0,False,None
2023,27053026903,Race Not Available,6,345000.0,365000.0,,6.624,19.27,85.83,10,0.0,False,None
2023,27053025603,Race Not Available,6,345000.0,365000.0,,7.0,21.75,97.2,10,0.0,False,None
2023,27131070504,Race Not Available,6,235000.0,245000.0,,6.375,17.61,107.78,10,0.0,False,None
2023,27011950200,Race Not Available,6,155000.0,155000.0,,6.25,6.12,99.09,10,0.0,False,None
2023,27149480200,Race Not Available,6,205000.0,215000.0,,6.875,20.14,118.83,10,0.0,False,None
2023,27027020600,Race Not Available,6,225000.0,275000.0,,6.5,20.67,73.67,10,0.0,False,None
2023,27003050711,Race Not Available,6,345000.0,355000.0,,6.75,25.27,108.47,10,0.0,False,None
2023,27003050226,Race Not Available,6,205000.0,445000.0,,7.125,18.49,121.8,10,0.0,False,None
2023,27137011401,Race Not Available,6,275000.0,345000.0,,7.375,3.84,106.84,10,0.0,False,None
2023,27169671000,Race Not Available,6,235000.0,245000.0,,8.0,13.28,127.51,10,0.0,False,None
2023,27053026205,Race Not Available,6,555000.0,655000.0,,6.99,13.32,147.86,10,0.0,False,None
2023,27171100804,Race Not Available,6,415000.0,435000.0,,6.375,16.77,111.98,10,0.0,False,None
2023,27141030104,Race Not Available,6,285000.0,365000.0,,7.375,7.48,103.72,10,0.0,False,None
2023,27053026103,White,1,605000.0,675000.0,274.0,6.875,12.16,125.32,10,0.0,True,None
2023,27027020600,Race Not Available,6,85000.0,95000.0,,6.375,20.67,73.67,10,0.0,False,None
2023,27053026723,White,1,415000.0,445000.0,160.0,6.99,22.32,191.51,10,0.0,True,None
2023,27003050818,Race Not Available,6,275000.0,345000.0,,6.75,22.94,114.49,10,0.0,False,None
2023,27035951304,Race Not Available,6,255000.0,355000.0,,6.99,8.49,137.42,10,0.0,False,None
2023,27053020804,Race Not Available,6,275000.0,285000.0,,6.625,39.64,87.8,10,10.0,False,Low (1-50)
2023,27109001800,Race Not Available,6,265000.0,325000.0,,6.99,8.75,128.1,10,0.0,False,None
2023,27021960600,Race Not Available,6,145000.0,185000.0,,6.99,8.17,76.87,10,0.0,False,None
2023,27017070100,Race Not Available,6,235000.0,365000.0,,6.0,13.15,84.74,10,0.0,False,None
2023,27033270200,Race Not Available,6,125000.0,135000.0,,6.125,7.18,90.31,10,0.0,False,None
2023,27171101101,Race Not Available,6,265000.0,345000.0,,6.5,10.14,83.8,10,0.0,False,None
2023,27123040402,Race Not Available,6,275000.0,305000.0,,6.5,26.27,101.45,10,0.0,False,None
2023,27019090801,Race Not Available,6,335000.0,415000.0,,6.625,20.95,86.63,10,0.0,False,None
2023,27123032400,Race Not Available,6,225000.0,255000.0,,6.625,70.8,48.0,10,0.0,False,None
2023,27085950200,Race Not Available,6,335000.0,685000.0,,6.0,5.75,136.19,10,0.0,False,None
2023,27137011101,Race Not Available,6,345000.0,365000.0,,7.125,8.24,121.47,10,0.0,False,None
2023,27053012001,Race Not Available,6,295000.0,365000.0,,6.625,18.97,131.86,10,965.0,False,Very High (>200)
2023,27053101200,Race Not Available,6,115000.0,365000.0,,6.5,21.62,102.89,10,188.0,False,High (101-200)
2023,27053024801,White,1,285000.0,385000.0,74.0,6.99,49.3,70.2,10,121.0,True,High (101-200)
2023,27019091002,Race Not Available,6,255000.0,755000.0,,5.375,19.75,121.2,10,0.0,False,None
2023,27109002100,Race Not Available,6,285000.0,415000.0,,6.5,9.9,95.64,10,0.0,False,None
2023,27005450800,Race Not Available,6,325000.0,345000.0,,6.375,8.98,114.73,10,0.0,False,None
2023,27027020700,Race Not Available,6,125000.0,155000.0,,6.375,16.57,84.33,10,0.0,False,None
2023,27003050902,Race Not Available,6,575000.0,595000.0,,6.625,16.54,86.9,10,0.0,False,None
2023,27027030109,Race Not Available,6,265000.0,305000.0,,6.25,18.07,111.15,10,0.0,False,None
2023,27017070200,Race Not Available,6,385000.0,435000.0,,6.625,14.28,93.15,10,0.0,False,None
2023,27019090502,Race Not Available,6,565000.0,755000.0,,7.0,12.83,195.87,10,0.0,False,None
2023,27171100102,Race Not Available,6,235000.0,245000.0,,6.375,13.89,116.79,10,0.0,False,None
2023,27019091002,Race Not Available,6,375000.0,685000.0,,6.499,19.75,121.2,10,0.0,False,None
2023,27003051206,Race Not Available,6,145000.0,255000.0,,6.75,43.75,68.97,10,0.0,False,None
2023,27053026711,White,1,405000.0,405000.0,85.0,6.99,19.85,98.82,10,0.0,True,None
